"Cela signifie peut-être que le constructivisme géographique reste pour partie à imaginer ? ». »"	"(Orain 2009, 375)"	"."	"TxtTheseDiscussion"	""	"Orain3a"
"Par exemple, la proposition suivante correspond à mon sens à une hybridation : « Et cette idée d’une matrice implicite, pour peu qu’on reprenne à frais nouveaux la question de son incarnation, est capitale si l’on veut comprendre la pérennité de l’école vidalienne » "	"(Orain 2009, 108)"	"."	TxtTheseDiscussion"	""	"Mas1"
