"Un des caractères du réel est son « unicité » et son « autonomie » (Granger 2001, 42). Cette affirmation se retrouve également chez Clément Rosset : Le réel, Traité de l’idiotie"	"(2012)"	" Les réalités ne sont que des saisies particulières, toujours partielles de ce réel"	"TxtTheseDiscussion"	"Discu1"	"Gra1"
"C’est bien entendu l’unicité de chaque cas, l’« idiotie du réel »"	"(Rosset, 2012)"	" qui est en toile de fond."	"TxtTheseDiscussion"	"Discu2"	"fn5"
