"Tout un outillage spécifique (indice d’inclusion, indice d’association, diagramme stratégique…) existe et s’est perfectionné avec le temps"	"(M. Callon et al. 1983;"	"  M. Callon 1986; M. Callon, Courtial, et Laville 1991)."	"EtatDesLieux"	"MotsAssocies"	"Cal1"
"Il y a dans cette opposition forgée initialement par Callon et al. "	"(1983)"	"  un certain coup de force pour affirmer et outiller leur théorie."	"EtatDesLieux"	"MotsAssocies"	"Cal2a"
